id,target
533,1
534,0
535,0
536,1
537,1
538,0
539,1
540,1
541,1
542,1
543,1
544,0
545,0
546,1
547,0
548,1
549,0
550,1
551,1
552,0
553,1
554,0
555,1
556,0
557,1
558,1
559,0
560,1
561,0
562,0
563,0
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,0
572,0
573,1
574,0
575,1
576,0
577,0
578,0
579,1
580,0
581,0
582,0
583,0
584,0
585,1
586,0
587,0
588,1
589,0
590,1
591,1
592,1
593,1
594,0
595,0
596,0
597,0
598,1
599,1
600,0
601,1
602,1
603,1
604,1
605,0
606,0
607,1
608,1
609,0
610,1
611,1
612,0
613,0
614,1
615,0
616,1
617,1
618,1
619,0
620,1
621,0
622,0
623,0
624,1
625,1
626,0
627,0
628,1
629,0
630,1
631,0
632,0
633,0
634,1
635,0
636,1
637,0
638,1
639,1
640,1
641,0
642,0
643,0
644,0
645,1
646,0
647,1
648,1
649,1
650,1
651,0
652,0
653,0
654,0
655,0
656,1
657,0
658,1
659,1
660,1
661,0
662,0
663,0
664,1
665,1
666,1
667,0
668,1
669,1
670,0
671,1
672,0
673,0
674,0
675,0
676,1
677,1
678,0
679,1
680,0
681,0
682,1
683,1
684,1
685,1
686,0
687,0
688,1
689,0
690,0
691,1
692,0
693,1
694,1
695,1
696,0
697,0
698,1
699,0
700,1
701,1
702,1
703,1
704,0
705,0
706,1
707,1
708,0
709,1
710,0
711,0
712,1
713,1
714,0
715,1
716,1
717,1
718,1
719,0
720,1
721,0
722,1
723,0
724,0
725,0
726,0
727,1
728,1
729,1
730,0
731,0
732,0
733,0
734,0
735,1
736,1
737,1
738,0
739,1
740,0
741,0
742,0
743,1
744,1
745,1
746,1
747,0
748,0
749,1
750,0
751,0
752,0
753,0
754,1
755,1
756,1
757,1
758,0
759,0
760,1
761,1
762,1
763,0
764,1
765,1
766,1
767,0
768,1
769,1
770,0
771,1
772,0
773,0
774,1
775,1
776,0
777,0
778,0
779,1
780,0
781,0
782,0
783,1
784,0
785,1
786,0
787,0
788,1
789,0
790,1
791,1
792,1
793,0
794,1
795,0
796,0
797,1
798,0
799,1
800,0
801,0
802,0
803,1
804,0
805,1
806,1
807,1
808,0
809,0
810,1
811,0
812,1
813,0
814,0
815,0
816,0
817,1
818,0
819,0
820,1
821,0
822,1
823,0
824,0
825,1
826,0
827,0
828,0
829,1
830,0
831,0
832,0
833,1
834,0
835,0
836,0
837,0
838,0
839,1
840,1
841,1
842,0
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,1
851,0
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,0
860,1
861,1
862,0
863,0
864,0
865,0
866,0
867,1
868,1
869,1
870,0
871,0
872,1
873,1
874,1
875,1
876,0
877,1
878,1
879,1
880,1
881,1
882,1
883,0
884,1
885,0
886,0
887,1
888,1
889,1
890,0
891,1
892,1
893,1
894,1
895,0
896,1
897,0
898,1
899,0
900,0
901,0
902,0
903,0
904,1
905,1
906,1
907,1
908,0
909,1
910,0
911,1
912,0
913,1
914,1
915,0
916,0
917,0
918,1
919,0
920,1
921,1
922,0
923,1
924,0
925,1
926,1
927,0
928,0
929,0
930,1
931,1
932,0
933,0
934,0
935,1
936,0
937,0
938,1
939,1
940,1
941,1
942,1
943,1
944,1
945,1
946,0
947,1
948,1
949,1
950,0
951,1
952,1
953,0
954,0
955,0
956,0
957,0
958,0
959,1
960,0
961,1
962,1
963,1
964,0
965,1
966,0
967,1
968,0
969,1
970,0
971,0
972,1
973,0
974,0
975,0
976,0
977,0
978,0
979,1
980,0
981,0
982,0
983,0
984,0
985,1
986,1
987,0
988,1
989,0
990,1
991,1
992,1
993,0
994,1
995,0
996,0
997,0
998,1
999,1
1000,0
1001,0
1002,1
1003,0
1004,0
1005,1
1006,1
1007,1
1008,1
1009,0
1010,0
1011,0
1012,0
1013,1
1014,1
1015,1
1016,0
1017,1
1018,1
1019,1
1020,0
1021,0
1022,1
1023,0
1024,0
1025,1
1026,1
1027,0
1028,1
1029,0
1030,1
1031,1
1032,0
1033,0
1034,1
1035,1
1036,0
1037,1
1038,1
1039,1
1040,0
1041,1
1042,0
1043,1
1044,0
1045,1
1046,0
1047,0
1048,1
1049,0
1050,0
1051,0
1052,1
1053,1
1054,0
1055,0
1056,1
1057,0
1058,0
1059,1
1060,0
1061,0
1062,1
1063,1
1064,0
1065,0
1066,0
1067,0
1068,1
1069,0
1070,1
1071,1
1072,1
1073,1
1074,0
1075,1
1076,0
1077,1
1078,0
1079,0
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,0
1088,1
1089,0
1090,1
1091,0
1092,0
1093,1
1094,0
1095,0
1096,1
1097,1
1098,0
1099,1
1100,1
1101,0
1102,0
1103,1
1104,1
1105,1
1106,1
1107,0
1108,1
1109,1
1110,1
1111,1
1112,0
1113,0
1114,0
1115,0
1116,0
1117,1
1118,1
1119,1
1120,0
1121,1
1122,0
1123,1
1124,1
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,1
1133,1
1134,1
1135,1
1136,0
1137,1
1138,0
1139,1
1140,1
1141,0
1142,1
1143,1
1144,0
1145,0
1146,1
1147,1
1148,1
1149,0
1150,1
1151,0
1152,1
1153,0
1154,1
1155,0
1156,0
1157,0
1158,1
1159,0
1160,0
1161,0
1162,0
1163,0
1164,1
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,1
1175,1
1176,0
1177,0
1178,0
1179,1
1180,0
1181,0
1182,1
1183,0
1184,1
1185,0
1186,0
1187,0
1188,0
1189,1
1190,1
1191,1
1192,1
1193,0
1194,0
1195,0
1196,0
1197,1
1198,0
1199,1
1200,1
1201,1
1202,0
1203,0
1204,1
1205,1
1206,1
1207,1
1208,0
1209,1
1210,1
1211,0
1212,0
1213,0
1214,0
1215,1
1216,1
1217,0
1218,0
1219,1
1220,0
1221,0
1222,0
1223,1
1224,1
1225,1
1226,0
1227,1
1228,0
1229,0
1230,0
1231,0
1232,1
1233,1
1234,0
1235,0
1236,0
1237,1
1238,0
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,0
1248,0
1249,0
1250,1
1251,1
1252,0
1253,0
1254,0
1255,1
1256,0
1257,0
1258,1
1259,0
1260,1
1261,1
1262,0
1263,1
1264,0
1265,0
1266,1
1267,1
1268,0
1269,1
1270,1
1271,1
1272,0
1273,1
1274,1
1275,0
1276,0
1277,0
1278,1
1279,1
1280,0
1281,1
1282,0
1283,1
1284,0
1285,0
1286,0
1287,0
1288,1
1289,1
1290,0
1291,0
1292,1
1293,1
1294,0
1295,1
1296,0
1297,0
1298,0
1299,1
1300,0
1301,1
1302,0
1303,0
1304,1
1305,1
1306,0
1307,1
1308,1
1309,1
1310,0
1311,0
1312,0
1313,1
1314,0
1315,0
1316,1
1317,0
1318,0
1319,0
1320,0
1321,1
1322,1
1323,0
1324,1
1325,0
1326,0
1327,0
1328,1
1329,0
1330,0
1331,0
1332,1
1333,1
1334,1
1335,0
1336,0
1337,1
1338,0
1339,1
1340,1
1341,0
1342,1
1343,0
1344,0
1345,0
1346,1
1347,0
1348,1
1349,0
1350,0
1351,0
1352,0
1353,0
1354,1
1355,0
1356,0
1357,0
1358,1
1359,1
1360,1
1361,0
1362,0
1363,1
1364,1
1365,1
1366,0
1367,1
1368,1
1369,1
1370,0
1371,0
1372,0
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,1
1389,0
1390,1
1391,0
1392,1
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,1
1400,1
1401,1
1402,1
1403,1
1404,0
1405,0
1406,0
1407,1
1408,1
1409,0
1410,0
1411,1
1412,0
1413,1
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,1
1421,1
1422,1
1423,0
1424,1
1425,0
1426,1
1427,0
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,1
1436,1
1437,0
1438,0
1439,1
1440,0
1441,0
1442,1
1443,1
1444,1
1445,1
1446,1
1447,0
1448,1
1449,0
1450,1
1451,1
1452,1
1453,0
1454,1
1455,1
1456,0
1457,1
1458,1
1459,1
1460,0
1461,1
1462,0
1463,1
1464,0
1465,0
1466,0
1467,1
1468,0
1469,1
1470,0
1471,1
1472,0
1473,1
1474,0
1475,0
1476,1
1477,1
1478,1
1479,1
1480,0
1481,0
1482,0
1483,1
1484,1
1485,0
1486,1
1487,1
1488,0
1489,1
1490,0
1491,1
1492,1
1493,1
1494,0
1495,0
1496,0
1497,1
1498,0
1499,0
1500,0
1501,0
1502,0
1503,1
1504,0
1505,1
1506,1
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,1
1514,1
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,1
1522,0
1523,0
1524,0
1525,0
1526,0
1527,1
1528,0
1529,1
1530,0
1531,1
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,1
1539,1
1540,0
1541,0
1542,0
1543,0
1544,1
1545,0
1546,0
1547,1
1548,1
1549,1
1550,0
1551,0
1552,1
1553,1
1554,0
1555,0
1556,0
1557,1
1558,0
1559,0
1560,0
1561,0
1562,0
1563,1
1564,0
1565,1
1566,1
1567,0
1568,1
1569,0
1570,1
1571,0
1572,1
1573,0
1574,0
1575,0
1576,0
1577,0
1578,1
1579,0
1580,1
1581,1
1582,0
1583,0
1584,1
1585,1
1586,1
1587,0
1588,1
1589,1
1590,0
1591,0
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,0
1600,0
1601,0
1602,0
1603,1
1604,0
1605,1
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,1
1614,1
1615,0
1616,1
1617,0
1618,0
1619,1
1620,0
1621,0
1622,1
1623,0
1624,0
1625,1
1626,1
1627,0
1628,1
1629,1
1630,0
1631,0
1632,1
1633,1
1634,0
1635,0
1636,0
1637,0
1638,1
1639,0
1640,1
1641,1
1642,0
1643,1
1644,0
1645,0
1646,0
1647,0
1648,0
1649,1
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,0
1664,1
1665,0
1666,0
1667,0
1668,0
1669,1
1670,0
1671,1
1672,0
1673,0
1674,0
1675,1
1676,1
1677,1
1678,1
1679,1
1680,0
1681,0
1682,0
1683,0
1684,0
1685,1
1686,0
1687,0
1688,1
1689,0
1690,1
1691,1
1692,1
1693,0
1694,0
1695,1
1696,0
1697,1
1698,0
1699,1
1700,1
1701,0
1702,1
1703,1
1704,0
1705,1
1706,1
1707,0
1708,0
1709,0
1710,0
1711,0
1712,1
1713,1
1714,0
1715,1
1716,1
1717,0
1718,1
1719,0
1720,0
1721,0
1722,1
1723,0
1724,1
1725,1
1726,0
1727,1
1728,1
1729,0
1730,0
1731,1
1732,0
1733,0
1734,1
1735,0
1736,0
1737,0
1738,1
1739,0
1740,0
1741,1
1742,0
1743,1
1744,1
1745,0
1746,0
1747,1
1748,0
1749,0
1750,1
1751,0
1752,1
1753,0
1754,0
1755,1
1756,1
1757,1
1758,0
1759,0
1760,0
1761,1
1762,0
1763,0
1764,0
1765,1
1766,1
1767,1
1768,0
1769,0
1770,0
1771,0
1772,1
1773,0
1774,0
1775,0
1776,1
1777,0
1778,1
1779,0
1780,1
1781,0
1782,1
1783,0
1784,0
1785,0
1786,1
1787,1
1788,1
1789,0
1790,1
1791,0
1792,1
1793,1
1794,0
1795,0
1796,0
1797,1
1798,1
1799,0
1800,0
1801,0
1802,0
1803,0
1804,1
1805,0
1806,1
1807,1
1808,0
1809,0
1810,0
1811,0
1812,1
1813,1
1814,0
1815,1
1816,1
1817,1
1818,0
1819,0
1820,0
1821,0
1822,1
1823,1
1824,1
1825,0
1826,0
1827,1
1828,1
1829,0
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,1
1840,0
1841,1
1842,1
1843,0
1844,0
1845,0
1846,0
1847,1
1848,0
1849,1
1850,1
1851,1
1852,0
1853,1
1854,0
1855,0
1856,0
1857,1
1858,0
1859,1
1860,0
1861,0
1862,0
1863,0
1864,0
1865,1
1866,1
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,1
1877,1
1878,1
1879,0
1880,0
1881,0
1882,0
1883,1
1884,1
1885,1
1886,0
1887,1
1888,0
1889,0
1890,0
1891,1
1892,1
1893,0
1894,1
1895,1
1896,0
1897,0
1898,1
1899,0
1900,0
1901,0
1902,0
1903,0
1904,1
1905,1
1906,1
1907,1
1908,1
1909,0
1910,0
1911,0
1912,1
1913,1
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,1
1922,1
1923,1
1924,1
1925,1
1926,1
1927,1
1928,0
1929,0
1930,1
1931,1
1932,0
1933,0
1934,0
1935,1
1936,0
1937,1
1938,0
1939,0
1940,1
1941,0
1942,0
1943,0
1944,0
1945,1
1946,1
1947,0
1948,0
1949,0
1950,1
1951,1
1952,1
1953,1
1954,1
1955,0
1956,0
1957,1
1958,0
1959,0
1960,1
1961,0
1962,0
1963,0
1964,0
1965,0
1966,1
1967,1
1968,0
1969,1
1970,1
1971,1
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,1
1979,1
1980,1
1981,0
1982,0
1983,1
1984,0
1985,1
1986,1
1987,0
1988,1
1989,1
1990,1
1991,1
1992,1
1993,0
1994,0
1995,0
1996,0
1997,1
1998,1
1999,0
2000,1
2001,0
2002,1
2003,0
2004,1
2005,1
2006,1
2007,0
2008,1
2009,0
2010,0
2011,0
2012,0
2013,0
2014,1
2015,1
2016,0
2017,1
2018,1
2019,1
2020,1
2021,1
2022,0
2023,0
2024,1
2025,0
2026,1
2027,0
2028,1
2029,1
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,1
2038,1
2039,0
2040,0
2041,0
2042,0
2043,0
2044,1
2045,0
2046,1
2047,1
2048,1
2049,0
2050,1
2051,0
2052,1
2053,0
2054,1
2055,0
2056,0
2057,0
2058,0
2059,0
2060,1
2061,1
2062,1
2063,0
2064,0
2065,0
2066,0
2067,0
2068,1
2069,1
2070,1
2071,1
2072,0
2073,0
2074,0
2075,1
2076,0
2077,0
2078,0
2079,1
2080,1
2081,1
2082,1
2083,0
2084,1
2085,1
2086,1
2087,0
2088,1
2089,0
2090,0
2091,0
2092,1
2093,1
2094,1
2095,1
2096,0
2097,1
2098,0
2099,1
2100,0
2101,0
2102,1
2103,1
2104,0
2105,1
2106,1
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,1
2117,1
2118,1
2119,1
2120,1
2121,1
2122,0
2123,0
2124,0
2125,0
2126,1
2127,0
2128,0
2129,0
2130,1
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,1
2138,1
2139,1
2140,1
2141,0
2142,1
2143,1
2144,0
2145,1
2146,1
2147,1
2148,1
2149,0
2150,0
2151,1
2152,1
2153,1
2154,1
2155,1
2156,0
2157,1
2158,1
2159,0
2160,1
2161,1
2162,1
2163,1
2164,0
2165,1
2166,1
2167,0
2168,0
2169,1
2170,1
2171,0
2172,0
2173,1
2174,0
2175,0
2176,0
2177,1
2178,0
2179,0
2180,1
2181,0
2182,0
2183,0
2184,0
2185,1
2186,0
2187,1
2188,0
2189,0
2190,0
2191,1
2192,1
2193,0
2194,1
2195,0
2196,0
2197,0
2198,0
2199,0
2200,1
2201,0
2202,0
2203,1
2204,0
2205,1
2206,0
2207,0
2208,1
2209,1
2210,0
2211,0
2212,1
2213,0
2214,0
2215,1
2216,0
2217,0
2218,1
2219,1
2220,0
2221,1
2222,1
2223,0
2224,0
2225,0
2226,0
2227,0
2228,1
2229,1
2230,0
2231,0
2232,0
2233,1
2234,0
2235,0
2236,1
2237,0
2238,0
2239,0
2240,1
2241,0
2242,0
2243,0
2244,0
2245,1
2246,1
2247,1
2248,1
2249,1
2250,0
2251,1
2252,0
2253,0
2254,1
2255,1
2256,1
2257,1
2258,1
2259,1
2260,0
2261,1
2262,0
2263,1
2264,0
2265,0
2266,0
2267,1
2268,1
2269,0
2270,1
2271,0
2272,1
2273,1
2274,1
2275,0
2276,0
2277,0
2278,0
2279,1
2280,1
2281,0
2282,1
2283,0
2284,0
2285,1
2286,0
2287,1
2288,0
2289,0
2290,1
2291,1
2292,0
2293,1
2294,0
2295,1
2296,1
2297,1
2298,1
2299,0
2300,1
2301,1
2302,1
2303,1
2304,1
2305,1
2306,1
2307,1
2308,1
2309,0
2310,0
2311,0
2312,0
2313,1
2314,0
2315,0
2316,1
2317,1
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,0
2325,1
2326,1
2327,1
2328,1
2329,0
2330,1
2331,0
2332,1
2333,1
2334,0
2335,1
2336,1
2337,0
2338,0
2339,1
2340,1
2341,0
2342,1
2343,0
2344,0
2345,0
2346,0
2347,1
2348,0
2349,0
2350,1
2351,1
2352,1
2353,0
2354,0
2355,0
2356,0
2357,1
2358,1
2359,0
2360,1
2361,1
2362,0
2363,0
2364,0
2365,1
2366,1
2367,0
2368,1
2369,0
2370,0
2371,0
2372,1
2373,0
2374,0
2375,0
2376,0
2377,0
2378,1
2379,0
2380,1
2381,0
2382,0
2383,1
2384,0
2385,1
2386,0
2387,0
2388,0
2389,1
2390,0
2391,1
2392,0
2393,0
2394,1
2395,0
2396,0
2397,0
2398,0
2399,0
2400,1
2401,0
2402,0
2403,1
2404,1
2405,0
2406,0
2407,0
2408,1
2409,1
2410,1
2411,1
2412,0
2413,1
2414,1
2415,0
2416,0
2417,0
2418,0
2419,0
2420,1
2421,0
2422,1
2423,0
2424,1
2425,0
2426,0
2427,1
2428,1
2429,1
2430,0
2431,1
2432,1
2433,1
2434,0
2435,1
2436,0
2437,0
2438,1
2439,0
2440,0
2441,1
2442,1
2443,1
2444,1
2445,1
2446,0
2447,1
2448,1
2449,0
2450,0
2451,0
2452,1
2453,0
2454,0
2455,1
2456,0
2457,1
2458,1
2459,0
2460,0
2461,0
2462,0
2463,0
2464,1
2465,1
2466,1
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0
2480,1
2481,1
2482,1
2483,0
2484,1
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,1
2493,0
2494,1
2495,0
2496,1
2497,1
2498,1
2499,0
2500,0
2501,1
2502,1
2503,0
2504,0
2505,0
2506,0
2507,1
2508,1
2509,0
2510,0
2511,0
2512,1
2513,0
2514,0
2515,0
2516,1
2517,0
2518,0
2519,0
2520,0
2521,0
2522,1
2523,0
2524,1
2525,0
2526,0
2527,1
2528,0
2529,0
2530,0
2531,0
2532,1
2533,1
2534,0
2535,0
2536,1
2537,0
2538,0
2539,0
2540,0
2541,1
2542,0
2543,1
2544,0
2545,1
2546,0
2547,0
2548,1
2549,1
2550,1
2551,0
2552,1
2553,1
2554,0
2555,1
2556,0
2557,0
2558,0
2559,1
2560,0
2561,1
2562,0
2563,1
2564,1
2565,1
2566,1
2567,1
2568,1
2569,0
2570,0
2571,1
2572,1
2573,1
2574,1
2575,0
2576,1
2577,1
2578,0
2579,0
2580,0
2581,0
2582,0
2583,1
2584,0
2585,1
2586,0
2587,1
2588,1
2589,1
2590,0
2591,0
2592,0
2593,0
2594,1
2595,1
2596,0
2597,0
2598,0
2599,0
2600,0
2601,1
2602,0
2603,1
2604,1
2605,1
2606,1
2607,0
2608,1
2609,1
2610,1
2611,0
2612,0
2613,0
2614,0
2615,1
2616,1
2617,1
2618,1
2619,1
2620,0
2621,1
2622,1
2623,1
2624,0
2625,1
2626,0
2627,0
2628,0
2629,0
2630,0
2631,1
2632,0
2633,1
2634,0
2635,1
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,1
2648,1
2649,0
2650,1
2651,1
2652,1
2653,0
2654,0
2655,0
2656,1
2657,0
2658,1
2659,1
2660,1
2661,1
2662,0
2663,1
2664,0
2665,0
2666,1
2667,0
2668,1
2669,0
2670,1
2671,1
2672,1
2673,1
2674,1
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,1
2682,1
2683,0
2684,0
2685,0
2686,0
2687,0
2688,1
2689,0
2690,0
2691,0
2692,1
2693,0
2694,0
2695,0
2696,0
2697,0
2698,1
2699,0
2700,1
2701,0
2702,0
2703,1
2704,0
2705,1
2706,0
2707,1
2708,0
2709,0
2710,0
2711,0
2712,1
2713,1
2714,0
2715,1
2716,0
2717,0
2718,1
2719,1
2720,0
2721,0
2722,1
2723,1
2724,1
2725,1
2726,1
2727,1
2728,0
2729,0
2730,0
2731,1
2732,1
2733,1
2734,0
2735,1
2736,1
2737,1
2738,0
2739,0
2740,1
2741,0
2742,0
2743,1
2744,0
2745,0
2746,0
2747,1
2748,1
2749,1
2750,0
2751,0
2752,0
2753,1
2754,1
2755,1
2756,0
2757,0
2758,1
2759,1
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,1
2767,1
2768,1
2769,0
2770,1
2771,1
2772,0
2773,1
2774,0
2775,0
2776,0
2777,1
2778,1
2779,0
2780,1
2781,0
2782,0
2783,1
2784,0
2785,1
2786,1
2787,0
2788,0
2789,0
2790,0
2791,0
2792,1
2793,1
2794,1
2795,1
2796,1
2797,0
2798,0
2799,1
2800,1
2801,0
2802,1
2803,1
2804,0
2805,1
2806,0
2807,1
2808,1
2809,1
2810,0
2811,0
2812,1
2813,0
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,1
2821,1
2822,1
2823,1
2824,1
2825,1
2826,0
2827,0
2828,0
2829,0
2830,0
2831,1
2832,0
2833,1
2834,1
2835,1
2836,0
2837,1
2838,1
2839,0
2840,1
2841,1
2842,1
2843,1
2844,1
2845,1
2846,1
2847,1
2848,0
2849,1
2850,0
2851,0
2852,0
2853,1
2854,0
2855,0
2856,0
2857,1
2858,0
2859,1
2860,1
2861,1
2862,1
2863,1
2864,1
2865,0
2866,0
2867,1
2868,1
2869,0
2870,1
2871,0
2872,0
2873,1
2874,0
2875,1
2876,0
2877,1
2878,1
2879,1
2880,1
2881,0
2882,1
2883,0
2884,1
2885,1
2886,1
2887,0
2888,1
2889,1
2890,1
2891,1
2892,0
2893,0
2894,1
2895,0
2896,1
2897,0
2898,0
2899,1
2900,1
2901,1
2902,1
2903,1
2904,1
2905,1
2906,0
2907,0
2908,0
2909,0
2910,0
2911,1
2912,0
2913,1
2914,1
2915,1
2916,1
2917,1
2918,0
2919,1
2920,0
2921,0
2922,0
2923,1
2924,0
2925,1
2926,0
2927,0
2928,0
2929,1
2930,1
2931,1
2932,1
2933,1
2934,1
2935,1
2936,0
2937,0
2938,0
2939,1
2940,1
2941,0
2942,0
2943,1
2944,0
2945,0
2946,0
2947,1
2948,1
2949,0
2950,1
2951,0
2952,1
2953,0
2954,1
2955,0
2956,1
2957,0
2958,1
2959,1
2960,1
2961,0
2962,1
2963,1
2964,1
2965,0
2966,1
2967,0
2968,1
2969,1
2970,1
2971,1
2972,1
2973,1
2974,0
2975,1
2976,1
2977,1
2978,1
2979,0
2980,0
2981,1
2982,1
2983,1
2984,0
2985,1
2986,1
2987,1
2988,0
2989,0
2990,1
2991,1
2992,1
2993,0
2994,0
2995,0
2996,0
2997,0
